Laptop,Status,Brand,Country_code,Model,CPU,RAM,Storage,Storage type,Screen,Touch,Price
"HP OMEN 17-CB1005NS Intel Core i7-10750H/32GB/1TB SSD/RTX 2080 SUPER/17.3""",Refurbished,HP,RU,Omen,Intel Core i7,32,1000,SSD,17.3,No,1297.04
"HP OMEN 17-ck0014ns Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/17.3""",Refurbished,HP,RW,Omen,Intel Core i7,32,1000,SSD,17.3,No,1606.44
"HP Omen 15-EK0004NS Intel Core i7-10750H/16GB/1TB SSD/RTX 2070/15.6""",Refurbished,HP,SA,Omen,Intel Core i7,16,1000,SSD,15.6,No,911.84
"HP Omen 15-EN0002NS AMD Ryzen 7 4800H/16GB/1TB SSD/GTX 1650Ti/15.6""",Refurbished,HP,SB,Omen,AMD Ryzen 7,16,1000,SSD,15.6,No,676.84
"HP Omen 15-en1004ns AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,HP,SC,Omen,AMD Ryzen 7,16,1000,SSD,15.6,No,1199.99
"HP Omen 15-en1011ns AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,HP,SD,Omen,AMD Ryzen 7,16,1000,SSD,15.6,No,912.44
"HP Pavilion Gaming 15-EC1012NS AMD Ryzen 7 4800H/16GB/512GB SSD/GTX 1650Ti/15.6""",Refurbished,HP,SE,Pavilion,AMD Ryzen 7,16,512,SSD,15.6,No,621.54
"HP Pavilion Gaming 16-A0008NS Intel Core i5-10300H/8GB/512GB SSD/GTX 1050/16.1""",Refurbished,HP,SG,Pavilion,Intel Core i5,8,512,SSD,16.1,No,545.38
"HP Pavilion Gaming 16-A0010NS Intel Core i7-10750H/16GB/512GB SSD/GTX 1650Ti/16.1""",Refurbished,HP,SH,Pavilion,Intel Core i7,16,512,SSD,16.1,No,641.14
"HP Pavilion Gaming 16-A0029NS Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/16.1""",Refurbished,HP,SI,Pavilion,Intel Core i7,16,512,SSD,16.1,No,711.94
"HP Pavilion Gaming 17-CD1000NS Intel Core i7-10750H/8GB/512GB SSD/GTX 1650/17.3""",Refurbished,HP,SJ,Pavilion,Intel Core i7,8,512,SSD,17.3,No,663.38
"HP Pavilion Laptop 14-CE3008NS Intel Core i5-1035G1/8GB/512GB SSD/MX130/14""",Refurbished,HP,SK,Pavilion,Intel Core i5,8,512,SSD,14,No,565.54
"HP ProBook 430 G7 Intel Core i5-10210U/8GB/256GB SSD/13.3""",Refurbished,HP,SL,ProBook,Intel Core i5,8,256,SSD,13.3,No,749.99
"HP ProBook 440 G8 Intel Core i5-1135G7/8GB/256GB SSD/14""",Refurbished,HP,SM,ProBook,Intel Core i5,8,256,SSD,14,No,1335.2
"HP ProBook 450 G6 Intel Core i5-8265U/8GB/256GB SSD/15.6""",Refurbished,HP,SN,ProBook,Intel Core i5,8,256,SSD,15.6,No,569.99
"HP ProBook 450 G7 Intel Core i5-10210U/8GB/256GB SSD/15.6""",Refurbished,HP,SO,ProBook,Intel Core i5,8,256,SSD,15.6,No,1031.89
"HP ProBook 450 G8 Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Refurbished,HP,SR,ProBook,Intel Core i5,16,512,SSD,15.6,No,1298.15
"HP ProBook 450 G8 Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Refurbished,HP,ST,ProBook,Intel Core i7,16,512,SSD,15.6,No,1603.1
"HP Victus 16-d0031ns Intel Core i5-11400H/16GB/512GB SSD/GTX 1650/16.1""",Refurbished,HP,SV,Victus,Intel Core i5,16,512,SSD,16.1,No,624.78
"HP Victus 16-e0030ns AMD Ryzen 5 5600H/16GB/512GB SSD/RTX 3050/16.1""",Refurbished,HP,SY,Victus,AMD Ryzen 5,16,512,SSD,16.1,No,735.84
"HP ZBook Firefly 14 G8 Intel Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,HP,SZ,Zbook,Intel Core i7,16,512,SSD,14,No,1619.46
"HP ZBook Firefly 15 G8 Intel Core i7-1165G7/16 GB/512GB SSD/Quadro T500/15.6""",Refurbished,HP,TC,Zbook,Intel Core i7,16,512,SSD,15.6,No,2677.83
"HP ZBook Fury G8 Intel Core i7-11800H/16 GB/512GB SSD/RTX A3000/15.6""",Refurbished,HP,TD,Zbook,Intel Core i7,16,512,SSD,15.6,No,3848.01
"HP ZBook Fury G8 Intel Core i9-11900H/32GB/1TB SSD/RTX A4000/15.6""",Refurbished,HP,TF,Zbook,Intel Core i9,32,1000,SSD,15.6,No,4805.65
"LG 15U70N Intel Core i7-10510U/16GB/512GB SSD/GTX1050/15.6""",Refurbished,LG,TG,15U70N,Intel Core i7,16,512,SSD,15.6,No,704.24
"LG Gram 13Z990-G Intel Core i5-8265U/8GB/256GB SSD/13.3""",Refurbished,LG,TH,Gram,Intel Core i5,8,256,SSD,13.3,No,609.04
"LG Gram 14Z90P Intel Evo Core i5-1135G7/8GB/512GB SSD/14""",Refurbished,LG,TJ,Gram,Intel Evo Core i5,8,512,SSD,14,No,701.28
"LG Gram 17Z90P Intel Core i7-1165G7/32GB/1TB SSD/17""",Refurbished,LG,TK,Gram,Intel Core i7,32,1000,SSD,17,No,1424.19
"Lenovo IdeaPad 1 15ADA7 AMD Ryzen 5 3500U/8GB/512GB SSD/15.6""",Refurbished,Lenovo,TL,IdeaPad,AMD Ryzen 5,8,512,SSD,15.6,No,569.04
"Lenovo IdeaPad 3 14IIL05 Intel Core i5-1035G1/8GB/512GB SSD/14""",Refurbished,Lenovo,TM,IdeaPad,Intel Core i5,8,512,SSD,14,No,699
"Lenovo IdeaPad 3 14ITL6 Intel Core i5-1135G7/8GB/512GB SSD/14""",Refurbished,Lenovo,TN,IdeaPad,Intel Core i5,8,512,SSD,14,No,649
"Lenovo IdeaPad 3 15ADA05 AMD 3020e/8GB/256GB SSD/15.6""",Refurbished,Lenovo,TO,IdeaPad,AMD 3020e,8,256,SSD,15.6,No,299
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/16GB/512GB SSD/15.6""",Refurbished,Lenovo,TR,IdeaPad,AMD Ryzen 5,16,512,SSD,15.6,No,1010.27
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",Refurbished,Lenovo,TT,IdeaPad,AMD Ryzen 5,8,512,SSD,15.6,No,713.83
"Lenovo IdeaPad 3 15IAU7 Intel Core i5-1235U/16GB/512GB SSD/15.6"" + Microsoft 365 Personal 12 Meses Descarga Digital",New,Lenovo,TV,IdeaPad,Intel Core i5,16,512,SSD,15.6,No,860.99
"Lenovo IdeaPad 3 15IGL05 Intel Celeron N4020/8GB/256GB SSD/15.6""",Refurbished,Lenovo,TW,IdeaPad,Intel Celeron,8,256,SSD,15.6,No,480.95
"Lenovo IdeaPad 3 15IIL05 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",Refurbished,Lenovo,TZ,IdeaPad,Intel Core i3,8,256,SSD,15.6,No,307.09
"Lenovo IdeaPad 3i 15ITL6 Gen 6 Intel Core i3-1115G4/8GB/512GB SSD/15.6""",Refurbished,Lenovo,UA,IdeaPad,Intel Core i3,8,512,SSD,15.6,No,719.79
"Lenovo IdeaPad 5 15IIL05 Intel Core i7-1065G7/16 GB/512GB SSD/15.6""",Refurbished,Lenovo,UG,IdeaPad,Intel Core i7,16,512,SSD,15.6,No,866.86
"Lenovo IdeaPad 5 15IIL05 Intel Core i7-1065G7/8 GB/512GB SSD/15.6""",Refurbished,Lenovo,UM,IdeaPad,Intel Core i7,8,512,SSD,15.6,No,934.24
"Lenovo IdeaPad 5 Pro 14ITL6 Intel Core i5-1135G7/16GB/512GB SSD/14""",Refurbished,Lenovo,US,IdeaPad,Intel Core i5,16,512,SSD,14,No,999
"Lenovo IdeaPad C340-14IML Intel Core i7-10510U/8GB/512GB SSD/14"" T谩ctil",Refurbished,Lenovo,UY,IdeaPad,Intel Core i7,8,512,SSD,14,Yes,899
"Lenovo IdeaPad C340-14IWL Intel Core i3-8145U/8GB/256GB SSD/14"" T谩ctil",Refurbished,Lenovo,UZ,IdeaPad,Intel Core i3,8,256,SSD,14,Yes,537.19
"Lenovo IdeaPad Flex 5 14ALC05 AMD Ryzen 7 5700U/8GB/512GB SSD/14"" T谩ctil",Refurbished,Lenovo,VA,IdeaPad,AMD Ryzen 7,8,512,SSD,14,Yes,799
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 7 5800H/16 GB/1TB SSD/RTX3060/15.6""",Refurbished,Lenovo,VC,IdeaPad,AMD Ryzen 7,16,1000,SSD,15.6,No,1249
"Lenovo IdeaPad Gaming 3 15IMH05 Intel Core i7-10750H/16GB/512GB SSD/GTX1650/15.6""",Refurbished,Lenovo,VE,IdeaPad,Intel Core i7,16,512,SSD,15.6,No,899
"Lenovo IdeaPad Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Refurbished,Lenovo,VG,IdeaPad,Intel Core i5,8,512,SSD,15.6,No,802.61
"Lenovo IdeaPad S145-15IIL Intel Core i7-1065G7/8GB/256GB SSD/15.6""",Refurbished,Lenovo,VI,IdeaPad,Intel Core i7,8,256,SSD,15.6,No,501.99
Lenovo Legion 5 15ACH6-258 AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3060/15.6'' (PT),Refurbished,Lenovo,VN,Legion,AMD Ryzen 7,16,512,SSD,15.6,No,1150.04
"Lenovo Legion 5 15ACH6H AMD Ryzen 7 5800H/16 GB/512GB SSD/RTX3060/15.6""",Refurbished,Lenovo,VU,Legion,AMD Ryzen 7,16,512,SSD,15.6,No,1299
"Lenovo Legion 5 15ACH6H AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Lenovo,WF,Legion,AMD Ryzen 7,16,1000,SSD,15.6,No,996.04
"Lenovo Legion 5 15IMH05H Intel Core i7-10750H/16GB/512GB SSD/RTX2060/15.6""",Refurbished,Lenovo,WS,Legion,Intel Core i7,16,512,SSD,15.6,No,1475.51
"Lenovo Legion 5 15ITH6H Intel Core i7-11800H/32GB/1TB SSD/RTX3070/15.6""",Refurbished,Lenovo,XK,Legion,Intel Core i7,32,1000,SSD,15.6,No,1799
"Lenovo Legion 5 Pro 16IAH7H Intel Core i7-12700H/16GB/1TB SSD/RTX3060/16""",Refurbished,Lenovo,YE,Legion,Intel Core i7,16,1000,SSD,16,No,2326.78
"Lenovo Legion 7 16IAX7 Intel Core i9-12900HX/32GB/1TB SSD/RTX 3080Ti/16""",Refurbished,Lenovo,YT,Legion,Intel Core i9,32,1000,SSD,16,No,3337.69
"Lenovo Legion Y540-15IRH Intel Core i7-9750H/16GB/1TB+256GB SSD/GTX1660Ti/15.6""",Refurbished,Lenovo,ZA,Legion,Intel Core i7,16,256,SSD,15.6,No,875.54
"Lenovo Legion Y540-15IRH-PG0 Intel Core i7-9750HF/16GB/1TB+512GB SSD/GTX1650/15.6""",Refurbished,Lenovo,ZM,Legion,Intel Core i7,16,512,SSD,15.6,No,860.79
"Lenovo ThinkBook 14 G2 ITL Intel Core i3-1115G4/8GB/256GB SSD/14""",Refurbished,Lenovo,ZW,ThinkBook,Intel Core i3,8,256,SSD,14,No,719.79
"Lenovo ThinkBook 14 G2 ITL Intel Core i5-1135G7/16GB/512GB SSD/14""",Refurbished,Lenovo,AD,ThinkBook,Intel Core i5,16,512,SSD,14,No,1049
"Lenovo ThinkBook 14 IIL Intel Core i3-1005G1/8GB/256GB SSD/14""",Refurbished,Lenovo,AE,ThinkBook,Intel Core i3,8,256,SSD,14,No,585.29
"Lenovo ThinkBook 14 Intel Core i5-1135G7/16GB/512GB SSD/14""",Refurbished,Lenovo,AF,ThinkBook,Intel Core i5,16,512,SSD,14,No,976.18
"Lenovo ThinkBook 15 AMD Ryzen 3 4300U/8GB/256GB SSD/15.6""",Refurbished,Lenovo,AG,ThinkBook,AMD Ryzen 3,8,256,SSD,15.6,No,418.79
"Lenovo ThinkBook 15 G2 ITL Intel Core i5-1135G7/8GB/256GB SSD/15.6"" Gris",Refurbished,Lenovo,AI,ThinkBook,Intel Core i5,8,256,SSD,15.6,No,970.48
"Lenovo ThinkBook 15 IIL Intel Core i3-1005G1/8GB/256GB SSD/15.6""",Refurbished,Lenovo,AL,ThinkBook,Intel Core i3,8,256,SSD,15.6,No,426.39
"Lenovo ThinkPad E490 Intel Core i5-8265U/8GB/512GB SSD/14""",Refurbished,Lenovo,AM,ThinkPad,Intel Core i5,8,512,SSD,14,No,882.56
"Lenovo ThinkPad E590 Intel Core i7-8565U/8GB/256GB SSD/15.6""",Refurbished,Lenovo,AN,ThinkPad,Intel Core i7,8,256,SSD,15.6,No,735.92
"Lenovo ThinkPad L13 Yoga Gen 2 Intel Core  i5-1135G7/16GB/512GB SSD/13.3"" T谩ctil",Refurbished,Lenovo,AO,ThinkPad,Intel Core i5,16,512,SSD,13.3,Yes,1151.84
"Lenovo ThinkPad L14 Intel Core i5-10210U/16GB/512GB SSD/14""",Refurbished,Lenovo,AQ,ThinkPad,Intel Core i5,16,512,SSD,14,No,1074.06
"Lenovo ThinkPad L390 Intel Core i5-8265U/8GB/256GB SSD/13.3""",Refurbished,Lenovo,AR,ThinkPad,Intel Core i5,8,256,SSD,13.3,No,1031.46
"Lenovo ThinkPad L490 Intel Core i7-8565U/8GB/256GB SSD/14""",Refurbished,Lenovo,AS,ThinkPad,Intel Core i7,8,256,SSD,14,No,1199
"Lenovo ThinkPad L580 Intel Core i5-8250U/8GB/256GB SSD/15.6""",Refurbished,Lenovo,AT,ThinkPad,Intel Core i5,8,256,SSD,15.6,No,846.56
"Lenovo ThinkPad L590 Intel Core i5-8265U/8GB/512GB SSD/15.6""",Refurbished,Lenovo,AU,ThinkPad,Intel Core i5,8,512,SSD,15.6,No,651.6
"Lenovo ThinkPad P52s Intel Core i7-8550U/8GB/256GB SSD/Quadro P500/15.6""",Refurbished,Lenovo,AW,ThinkPad,Intel Core i7,8,256,SSD,15.6,No,877.63
"Lenovo ThinkPad T14 Gen 1 AMD Ryzen 7 PRO 4750U/16GB/512GB SSD/14""",Refurbished,Lenovo,AZ,ThinkPad,AMD Ryzen 7,16,512,SSD,14,No,1439.26
"Lenovo ThinkPad T14 Intel Core i5-10210U/16GB/512GB SSD/14""",Refurbished,Lenovo,BA,ThinkPad,Intel Core i5,16,512,SSD,14,No,738
"Lenovo ThinkPad T14 Intel Core i5-10210U/8GB/256GB SSD/14""",Refurbished,Lenovo,BB,ThinkPad,Intel Core i5,8,256,SSD,14,No,1251.91
"Lenovo ThinkPad T14s Gen 2 Intel Evo Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,Lenovo,BD,ThinkPad,Intel Evo Core i7,16,512,SSD,14,No,2204.98
"Lenovo ThinkPad T470 Intel Core i5-7200U/8GB/256GB SSD/14""",Refurbished,Lenovo,BE,ThinkPad,Intel Core i5,8,256,SSD,14,No,475
"Lenovo ThinkPad T480s Intel Core i7-8550U/8GB/256GB SSD/14""",Refurbished,Lenovo,BF,ThinkPad,Intel Core i7,8,256,SSD,14,No,767.75
"Lenovo ThinkPad T490S Intel Core i7-8565U/8GB/256GB SSD/14""",Refurbished,Lenovo,BG,ThinkPad,Intel Core i7,8,256,SSD,14,No,847.12
"Lenovo ThinkPad T490s Intel Core i7-8565U/16GB/512GB SSD/14""",Refurbished,Lenovo,BH,ThinkPad,Intel Core i7,16,512,SSD,14,No,898.84
"Lenovo ThinkPad T580 Intel Core i5-8250U/8GB/256GB SSD/15.6""",Refurbished,Lenovo,BI,ThinkPad,Intel Core i5,8,256,SSD,15.6,No,802
"Lenovo ThinkPad X1 Carbon Intel Core i7-8550U/8GB/512GB SSD/14""",Refurbished,Lenovo,BJ,ThinkPad,Intel Core i7,8,512,SSD,14,No,587.32
"Lenovo ThinkPad X1 Extreme Gen 4 Intel Core i7-11800H/16GB/512GB SSD/RTX 3050 Ti/16""",Refurbished,Lenovo,BM,ThinkPad,Intel Core i7,16,512,SSD,16,No,2228.08
"Lenovo ThinkPad X1 Yoga Intel Core i7-8650U/16GB/512GB SSD/14"" T谩ctil",Refurbished,Lenovo,BN,ThinkPad,Intel Core i7,16,512,SSD,14,Yes,999
"Lenovo ThinkPad X13 Yoga Gen 1 Intel Core i5-10210U/16GB/512GB SSD/13.3"" T谩ctil",Refurbished,Lenovo,BO,ThinkPad,Intel Core i5,16,512,SSD,13.3,Yes,1779
"Lenovo V14 G2 ALC AMD Ryzen 5 5500U/8GB/256GB SSD/14""",Refurbished,Lenovo,BR,V14,AMD Ryzen 5,8,256,SSD,14,No,739.61
"Lenovo V14 G2 ITL Intel Core i5-1135G7/8 GB/256GB SSD/14""",Refurbished,Lenovo,BS,V14,Intel Core i5,8,256,SSD,14,No,675.95
"Lenovo V15 ADA AMD 3020E/8GB/256GB SSD/15.6""",Refurbished,Lenovo,BT,V15,AMD 3020e,8,256,SSD,15.6,No,445.79
"Lenovo V15 G2 ITL Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Refurbished,Lenovo,BV,V15,Intel Core i5,16,512,SSD,15.6,No,915.07
"Lenovo V15 G2 ITL Intel Core i7-1165G7/16 GB/512GB SSD/15.6""",Refurbished,Lenovo,BW,V15,Intel Core i7,16,512,SSD,15.6,No,786.14
"Lenovo V15 Intel Core i3-1115G4/8 GB/256GB SSD/15.6""",Refurbished,Lenovo,BY,V15,Intel Core i3,8,256,SSD,15.6,No,563.92
"Lenovo V330-15IKB Intel Core i3-8130U/4GB/128GB SSD/15.6""",Refurbished,Lenovo,BZ,V330,Intel Core i3,4,128,SSD,15.6,No,499.49
"Lenovo Yoga 9 14ITL5 Intel Evo Core i7-1185G7/16 GB/1TB SSD/14"" T谩ctil",Refurbished,Lenovo,CA,Yoga,Intel Evo Core i7,16,1000,SSD,14,Yes,1999
"Lenovo Yoga C930-13IKB Intel Core i5-8250U/8GB/512GB SSD/13.9"" T谩ctil",Refurbished,Lenovo,CC,Yoga,Intel Core i5,8,512,SSD,13.9,Yes,989.47
"Lenovo Yoga Creator 7 15IMH05 Intel Core i7-10750H/16GB/512GB SSD/GTX1650/15.6""",Refurbished,Lenovo,CD,Yoga,Intel Core i7,16,512,SSD,15.6,No,786.84
"Lenovo Yoga S940-14IIL Intel Core i7-1065G7/16GB/1TB SSD/14""",Refurbished,Lenovo,CF,Yoga,Intel Core i7,16,1000,SSD,14,No,1999
"MSI Alpha 15 A3DDK-001XES AMD Ryzen 7 3750H/16GB/512GB SSD/RX 5500M/15.6""",Refurbished,MSI,CG,Alpha,AMD Ryzen 7,16,512,SSD,15.6,No,721.14
"MSI Alpha 15 A4DEK-006XES AMD Ryzen 7 4800H/16GB/512GB SSD/RX 5600M/15.6""",Refurbished,MSI,CH,Alpha,AMD Ryzen 7,16,512,SSD,15.6,No,711.94
"MSI Bravo 15 B5ED-015XES AMD Ryzen 7 5800H/16GB/1TB SSD/RX6500M/15.6""",Refurbished,MSI,CI,Bravo,AMD Ryzen 7,16,1000,SSD,15.6,No,1149
"MSI Creator 15 A10SET-082ES Intel Core i7-10750H/32GB/1TB SSD/RTX 2060/15.6"" T谩ctil",Refurbished,MSI,CK,Creator,Intel Core i7,32,1000,SSD,15.6,Yes,1414.04
"MSI Creator 15 A10SF-018ES Intel Core i7-10875H/32GB/1TB SSD/RTX 2070/15.6"" 4K",Refurbished,MSI,CL,Creator,Intel Core i7,32,1000,SSD,15.6,No,1592.89
"MSI Creator 17 A10SFS-625ES Intel Core i7-10875H/32GB/1TB SSD/RTX 2070 SUPER/17.3"" 4K",Refurbished,MSI,CM,Creator,Intel Core i7,32,1000,SSD,17.3,No,2059.49
"MSI Creator Pro M15 A11UIS-846XES Intel Core i7-11800H/16GB/512GB SSD/RTX A1000/15.6""",Refurbished,MSI,CN,Creator,Intel Core i7,16,512,SSD,15.6,No,1399
"MSI Creator Pro Z17 A12UKST-203ES Intel Core i7-12700H/32GB/1TB SSD/RTX A3000/17"" T谩ctil",Refurbished,MSI,CO,Creator,Intel Core i7,32,1000,SSD,17,Yes,3449
"MSI Creator Z16 A11UE-020XES Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/16""",Refurbished,MSI,CR,Creator,Intel Core i7,32,1000,SSD,16,No,2149
"MSI Creator Z16 A11UE-088XES Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/16""",Refurbished,MSI,CU,Creator,Intel Core i7,16,1000,SSD,16,No,1999
"MSI Creator Z16 A12UET-011ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/16"" T谩ctil",Refurbished,MSI,CV,Creator,Intel Core i7,32,1000,SSD,16,Yes,2699
"MSI Creator Z16P B12UGST-030ES Intel Core i9-12900H/64GB/2TB SSD/RTX 3070Ti/16"" T谩ctil",Refurbished,MSI,CX,Creator,Intel Core i9,64,2000,SSD,16,Yes,3699
"MSI Creator Z17 A12UHST-027ES Intel Core i9-12900H/64GB/2TB SSD/RTX 3080Ti/17"" T谩ctil",Refurbished,MSI,CY,Creator,Intel Core i9,64,2000,SSD,17,Yes,4599
"MSI Creator Z17 A12UHT-034ES Intel Core i9-12900H/32GB/2TB SSD/RTX 3080/17"" T谩ctil",Refurbished,MSI,CZ,Creator,Intel Core i9,32,2000,SSD,17,Yes,3899
"MSI Crosshair 15 Rainbow Six Extraction Edition B12UGZ-080ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,DE,Crosshair,Intel Core i7,32,1000,SSD,15.6,No,2299
"MSI Delta 15 A5EFK-011XES AMD Ryzen 9 5900HX/16 GB/1TB SSD/RX 6700M/15.6""",Refurbished,MSI,DJ,Delta,AMD Ryzen 9,16,1000,SSD,15.6,No,1699
"MSI GE66 Raider 10SFS-624ES Intel Core i7-10875H/32GB/1TB SSD/RTX 2070 SUPER/15.6""",Refurbished,MSI,DK,Raider,Intel Core i7,32,1000,SSD,15.6,No,1746.33
"MSI GE66 Raider 10UE-404XES Intel Core i7-10870H/32GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,DM,Raider,Intel Core i7,32,1000,SSD,15.6,No,1283.43
"MSI GE66 Raider 10UG-403XES Intel Core i7-10870H/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,DO,Raider,Intel Core i7,32,1000,SSD,15.6,No,1366.34
"MSI GE66 Raider 10UG-602ES Intel Core i9-10980HK/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,DZ,Raider,Intel Core i9,32,1000,SSD,15.6,No,1820.65
"MSI GE66 Raider 10UG-605ES Intel Core i7-10870H/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,EC,Raider,Intel Core i7,32,1000,SSD,15.6,No,1960.24
"MSI GE66 Raider 10UH-068ES Intel Core i7-10870H/32GB/1TB SSD/RTX 3080/15.6""",Refurbished,MSI,EE,Raider,Intel Core i7,32,1000,SSD,15.6,No,2115.19
"MSI GE66 Raider 11UH-463XES Intel Core i7-11800H/32GB/1TB SSD/RTX 3080/15.6""",Refurbished,MSI,EG,Raider,Intel Core i7,32,1000,SSD,15.6,No,1889.29
"MSI GE75 Raider 9SG-1203XES Intel Core i7-9750H/32GB/1TB SSD/RTX 2080/17.3""",Refurbished,MSI,EH,Raider,Intel Core i7,32,1000,SSD,17.3,No,1717.18
"MSI GE76 Raider 10UH-061ES Intel Core i7-10870H/32GB/1TB SSD/RTX 3080/17.3""",Refurbished,MSI,ER,Raider,Intel Core i7,32,1000,SSD,17.3,No,2429.64
"MSI GE76 Raider 11UG-236ES Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,ES,Raider,Intel Core i7,32,1000,SSD,17.3,No,2243.18
"MSI GF63 Thin 10SCXR-405XES Intel Core i7-10750H/16GB/512GB SSD/GTX 1650/15.6""",Refurbished,MSI,ET,Thin,Intel Core i7,16,512,SSD,15.6,No,736.49
"MSI GF63 Thin 9SC-047XES Intel Corei7-9750H/16GB/512GB SSD/GTX 1650/15.6""",Refurbished,MSI,FI,Thin,Intel Core i7,16,512,SSD,15.6,No,646.73
"MSI GF65 Thin 10SER-884XES Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/15.6""",Refurbished,MSI,FJ,Thin,Intel Core i7,16,512,SSD,15.6,No,739.38
"MSI GF65 Thin 10UE-274XES Intel Core i5-10500H/16GB/512GB SSD/RTX 3060/15.6""",Refurbished,MSI,FK,Thin,Intel Core i5,16,512,SSD,15.6,No,806.49
"MSI GF65 Thin 9SD-072XES Intel Core i7-9750H/16GB/512GB SSD/GTX 1660Ti/15.6""",Refurbished,MSI,FM,Thin,Intel Core i7,16,512,SSD,15.6,No,806.28
"MSI GF75 Thin 10SER-427XES Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/17.3""",Refurbished,MSI,FO,Thin,Intel Core i7,16,512,SSD,17.3,No,998.69
"MSI GF75 Thin 10UE-017XES Intel Core i7-10750H/16GB/512GB SSD/RTX 3060/17.3""",Refurbished,MSI,FR,Thin,Intel Core i7,16,512,SSD,17.3,No,877.09
"MSI GL65 9SEK-210XES Intel Core i7-9750H/16GB/512GB SSD/RTX 2060/15.6""",Refurbished,MSI,GA,GL65,Intel Core i7,16,512,SSD,15.6,No,885.84
"MSI GL65 Leopard 10SDK-600XES Intel Core i7-10750H/16GB/1TB SSD/GTX 1660Ti/15.6""",Refurbished,MSI,GB,Leopard,Intel Core i7,16,1000,SSD,15.6,No,1043.94
"MSI GL65 Leopard 10SFR-483XES Intel Core i7-10750H/16GB/512GB SSD/RTX 2070/15.6""",Refurbished,MSI,GD,Leopard,Intel Core i7,16,512,SSD,15.6,No,861.99
"MSI GL65 Leopard 10SFSK-280XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2070 SUPER/15.6""",Refurbished,MSI,GE,Leopard,Intel Core i7,16,1000,SSD,15.6,No,901.09
"MSI GL75 9SEK-074XES Intel Core i7-9750H/16GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,GF,GL75,Intel Core i7,16,1000,SSD,17.3,No,937.48
"MSI GL75 Leopard 10SEK-040XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,GG,Leopard,Intel Core i7,16,1000,SSD,17.3,No,1073.34
"MSI GL75 Leopard 10SEK-261XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,GH,Leopard,Intel Core i7,16,1000,SSD,17.3,No,1007.59
"MSI GL75 Leopard 10SFK-060XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2070/17.3""",Refurbished,MSI,GI,Leopard,Intel Core i7,16,1000,SSD,17.3,No,958.04
"MSI GP65 Leopard 10SDK-817XES Intel Core i7-10870H/16GB/512GB SSD/GTX 1660Ti/15.6""",Refurbished,MSI,GL,Leopard,Intel Core i7,16,512,SSD,15.6,No,1182.53
"MSI GP66 Leopard 10UE-226XES Intel Core i7-10750H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,GM,Leopard,Intel Core i7,16,1000,SSD,15.6,No,1086.64
"MSI GP66 Leopard 10UE-484XES Intel Core i7-10750H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,GN,Leopard,Intel Core i7,16,1000,SSD,15.6,No,1022.79
"MSI GP66 Leopard 11UG-089XES Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,GP,Leopard,Intel Core i7,32,1000,SSD,15.6,No,1949
"MSI GP75 Leopard 9SF-1037XES Intel Core i7-9750H/16GB/1TB SSD/RTX 2070/17.3""",Refurbished,MSI,GQ,Leopard,Intel Core i7,16,1000,SSD,17.3,No,1092.48
